Cerdanyola,meanE,6.346844786345945,7.264127498021177,12.376307857604028,21.642822724278545,16.244023224043715,12.79172358834245,16.685166211293268
Cerdanyola,mStdvE,0.0,4.875062176853625,9.276502922836116,14.599785785694548,10.246221890713187,2.322404371584701,1.1441256830601139
Granollers,meanE,6.146439319028374,7.136587078651686,4.224563007937272,4.177123467089406,7.5673350605430825,1.5262820994736224,2.8419561658782655
Granollers,mStdvE,2.9730751960647583,2.671826417485919,2.316905748944554,2.131848519997743,4.389846019757531,0.0,0.0
Mollet,meanE,10.929317222364125,9.405711192273182,8.110350912130555,7.78977666338925,14.062134947281654,12.501919362816317,13.708274247410023
Mollet,mStdvE,3.1131777312051194,4.29186988389332,3.2359406611489,3.12417514874252,7.994164899288047,11.57895397671057,10.137644917876067
PratDelLlobregat,meanE,18.838987423032464,15.063353715978984,14.081296744622138,17.977695936740982,16.881725409608418,16.124584163941346,11.307292044056375
PratDelLlobregat,mStdvE,5.574463167040743,6.403460333748267,7.295745114931555,7.253767372729093,8.832552504004807,11.771504248595411,9.9646500022606
QuatreCamins,meanE,4.8280377103076555,4.460094931057472,5.19119970131748,7.983031770860971,14.800436211243829,9.430566010693079,9.853805601082707
QuatreCamins,mStdvE,1.6406602808825335,1.7002454401946145,3.484887824674042,4.818261974015827,15.818026942143142,1.4372362869198307,5.059248970225774
SantBoi,meanE,4.826252498892295,4.376470019615289,5.679687817920246,4.916928756895704,8.007214705994626,5.889507645573336,9.761065973096017
SantBoi,mStdvE,3.259105597762711,2.5119716248267427,2.9886928045143137,2.4352871253724953,4.242468123471568,2.5096746708378377,4.0201872360816395
SantSadurni,meanE,4.453708645743659,5.5583380566575356,6.573576382115566,12.105627130354774,13.209192052686213,8.849283072606532,6.703623147555973
SantSadurni,mStdvE,2.175501789673836,3.3820315342563867,3.027836275170769,8.218479598131793,8.447968267859174,3.7594824567456047,5.312808893133423
Vilanova,meanE,4.976219699641576,3.043072621015494,2.3160598487431017,2.6910438924194025,4.356133082320792,2.932897642588005,4.683807886818376
Vilanova,mStdvE,2.7671827478426727,1.336584591195966,1.3099823064284342,1.4468808886419329,2.7627092318033846,1.3246742994076983,1.8555797351931684
